searchTerm,jobTitle,companyName,companyLocation,salary,hiddenSalary,jobType,jobDesc,url,companyRating
Business Intelligence,SAP Concur - Regional Sales Executive (Enterprise) - Sydney/Melbourne/Brisbane,SAP,Sydney NSW,,$110000-$119999,,"Requisition ID: 244874
Work Area: Sales
Expected Travel: 0 - 10%
Career Status: Professional
Employment Type: Regular Full Time

COMPANY DESCRIPTION
SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.
SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.
Job Overview:
Concur is the world’s leading provider of on-demand Employee Spend Management services. Concur helps organizations control costs by uniting online travel booking, automated expense claims, and streamlined invoice processing. Concur's suite of award-winning on-demand services allow companies to get up and running quickly so they can focus on what’s most important. By automating and optimizing business processes, Concur delivers actionable business intelligence and rapid ROI, helping companies increase efficiency, control employee spend and drive down operational costs. Concur’s travel, expense and invoice solutions are trusted by thousands of companies and reach millions of employees worldwide.

Position Description:

This is a Sales role where you will be responsible for business development through new & existing accounts, within the Enteprise segment. This role reports to the Regional Sales Director.

Responsibilities:

Consistently negotiates and closes new business.
Develops and maintains an effective business, sales, and marketing plan for assigned territory (Enterprise & Public Sector).
Develops strategies to generate cost effective sales leads.
Properly forecasts monthly, quarterly, and annual revenue numbers for assigned territory.
Develops sales strategies that link prospect’s business drivers to SAP Concur’s Employee Spend Management Solution.
Provides consistent feedback to Sales management on the territory environment.
Accurately qualifies and prepares Pre-Sales Consultants and Services staff for customer demonstrations and presentations.
Shares input with other departments in preparing sales materials and technical publications.

Education, Experience & Training required:

Minimum of 5 years experience selling Cloud, Software, ERP or financial solutions

Job Specific Specialized Knowledge & Skills:

Successful experience identifying, qualifying, and closing new business.
Demonstrated ability to develop and maintain effective business, sales, and marketing plans.
Demonstrated knowledge of software direct and reseller sales channels.
Demonstrated ability to accurately forecast monthly, quarterly, and annual revenue.
Demonstrated ability to successfully negotiate complex contracts.
Strong ability to create sales presentation messages, positioning statements, and other sales collateral.
Demonstrated ability to work independently and achieve goals with minimal supervision.
Works under moderate supervision.

Critical Performance Competencies:

Demonstrates different influence styles as appropriate to situation while maintaining positive relationships
Builds and maintains trusting relationships with associates and customers
Effectively transfers thoughts and expresses ideas using speech, and listening skills to influences others and gain support
Adjust to new, different, or changing requirements
Listens with objectivity and checks for understanding
Persists despite obstacles and opposition or set backs
Competitive, high achiever
Holds self accountable for results
Conveys a sense of urgency and drives issues to closure
WHAT YOU GET FROM US
Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.
SAP'S DIVERSITY COMMITMENT

To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.
SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).
Successful candidates might be required to undergo a background verification with an external vendor.
Additional Locations:",https://au.indeed.com/rc/clk?jk=d7022ff8004360c6&fccid=156c7820d1988640&vjs=3,4.3
Business Intelligence,Senior ETL Developer (SSIS),"CGI Group, Inc.",Sydney NSW 2000,,$110000-$119999,,"Position Description:

Work for the 5th largest IT Consulting organisation in the world
High profile project, building the foundations for a huge data warehouse
Benefits include share purchase plan, profit participation plan and generous paid parental leave

CGI is looking for a Senior ETL Developer, to revamp the performance and reporting system of a large enterprise organisation. You will become a key member of the team, assisting with the growth of the Sydney Business Intelligence practice. The role is fast-paced and is an excellent opportunity to develop a broad range of high-demand skills.

Your future duties and responsibilities:

Design, implement & test using the Microsoft Business Intelligence (MSBI) stack (SSIS and SSAS)
Design and implement database structures in Microsoft SQL server
SSAS Tabular Data Model design and build using DAX
Microsoft Master Data Services (MDS) design and build
Enterprise level Project delivery including prototype reviews and requirements development
Develop performance tuning and query optimisation plans for databases
Resolve an recommend improvements for data quality and integrity issues
Document, define and maintain data dictionaries
Contribute to a high level of client satisfaction and on-time/on-budget delivery
Spot opportunities for CGI to expand its service offerings.

As a Senior Consultant at CGI you will be flexible in working with different clients and performing various roles. The duties described detail the first assignment in your career at CGI.

Required qualifications to be successful in this role:

Recent experience working as a Microsoft SSIS ETL developer, using TSQL procedures in a DWH environment
A structured approach to data modelling and documenting
Professional Knowledge of Data Warehousing and Data Mart Architectures.
Recent experience working in an Agile environment.
Hands-on experience in MS SQL and Cloud (MS Azure) services
Excellent oral and written communication skills.
Strong interpersonal skills and good relationship builder
The ability to partner with the client and present options (Consult)
Good design and decision-making capability
Microsoft certified in the relevant technology/technologies (desirable).

What you can expect from us:
Build your career with us.

It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change—supporting our clients' digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI at www.cgi.com.

No unsolicited agency referrals please.",https://au.indeed.com/rc/clk?jk=1f22b3c48ab56295&fccid=d2841a5c0380b93d&vjs=3,3.7
Business Intelligence,Finance Business Partner,CBRE Asia Pacific,Melbourne VIC,,$110000-$119999,,"Join a global leading commercial real estate firm
Provide Finance advice and support to the Property Management business
Melbourne CBD

Here’s a snapshot of your day;
Business Partner with the Property Management MD to drive strategy, growth and financial outcomes
Collaborate with local business line leaders and other leaders/stakeholders to provide insight to financial performance, forecasting and budgeting requirements
Work on innovation and process improvement and focus on value-add tasks and continuously improve Management Information to directly drive improved business performance
Drive the month end close to ensure accurate reporting to the business
Refresh the pricing model and ensure proper governance is followed
Develop solid understanding of the states and clients within the Property Management business
Lead and mentor a financial analyst
Here are some of the strengths you’ll possess and the background you’ll need to be successful;
Qualifications – CA/CPA or equivalent that is combined with 3+ years in a commercial role
Strong communication and advisory skills in order to provide finance support to non-finance personnel within the business
Ability to be effective in a fast paced environment and be able to successfully navigate a matrix organisation structure
An analytical mind; with the ability to comprehend, analyse and interpret complex financial information and transactions
High proficiency with various finance related systems and technologies including RECD, Business Intelligence, TM1, Cognos and Peoplesoft
Knowledge of the real estate industry is preferred but not essential
Can we inspire you to join us?

CBRE is committed to building a diverse and inclusive culture across the business. We welcome and encourage applications from all people, lesbian, gay, bisexual, transgender and intersex (LGBTI) people, women, mature age workers, people with disabilities and people from different cultural backgrounds.

Our employee advantage program reflects our commitment to progressing your learning and development, career, recognition, well-being, benefits, pay and community contribution.

We look forward to hearing from you.",https://au.indeed.com/rc/clk?jk=1357b8cc3bb80769&fccid=c9b9e477b3c84b4d&vjs=3,3.8
Business Intelligence,Mimsys Software Implementation Engineer,MIMSYS Asia Pacific,Macquarie Park NSW 2113,"$100,000 - $120,000 a year",$110000-$119999,"Full-time, Contract","MIMSYS is a leading Hospital Information System solution company and is currently used by most of all hospitals in the sophisticated Dubai market and we are expanding in Australia. Are you someone experienced with Mimsys Hospital Information System (HIS) and healthcare solutions? Then this might be the opportunity you have been waiting for.Mimsys is currently seeking a Mimsys Software Implementation Engineer to be based in the Sydney office on a full-time basis.Responsibilities: · Your background and proven skills will be configuring Mimsys Hospital Information System, with a strong understanding of healthcare modules and ability to customise the solution to hospital requirements.· Training/implementation/report writing services in line with Mimsys standards that meet client requirements.· Achieve and maintain the required level of skills and competencies to perform the role, including Mimsys product knowledge is a must.Experience: · Experience in architecture, designing and implementing Mimsys solution and associated products to support the clients Business requirements.· Experience assessing, configuring and implementing clients Business requirements in the context of Mimsys.· At least 5+ years implementation experience with Mimsys full model stack.· Great customer service ethic.Nice to Have: · Experience consulting and implementing Business Intelligence or Qlik.· Experience consulting and implementing Mimsys 3rd party products and connectors.· Experience with technical installation of Mimsys.Qualifications: · Bachelor's degree in Computer Science, Information Systems or specialised training/certification· Health Science related CertificationJob Types: Full-time, ContractSalary: $100,000.00 to $120,000.00 /year",https://au.indeed.com/company/Hospital-Products-Australia/jobs/Mimsy-Software-Implementation-Engineer-18ff2f92588eaa9c?fccid=87ba7db7854edc97&vjs=3,
Business Intelligence,Sr HR Manager,Microsoft,Sydney NSW,,$110000-$119999,,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission.

We are looking for a Senior HR manager who is passionate about influencing and impacting high growth and dynamic businesses through effective management (both proactive and reactive) of employee relations and related activities. This person will be a member of the team accountable for managing employee relations cases across organizations at Microsoft while analyzing trends and building linkages to management development, retention efforts, and HR business intelligence activity.

This role will be based in Sydney.
Responsibilities
Partner with the HR Lead on developing the strategy for employee relations at Microsoft Australia, including the implementation of global education and policy content, and the development and delivery of local education initiatives.
Liaise with other organisations across Microsoft who work in related areas of Employee Relations Leadership, ensuring good collaboration and communication between the teams. Take an active role in the Asia HR community as a subject-matter-expert on employee relations and investigations, assisting in the strengthening of process, skills and employee experience.
Manage a case load of employee relations and/or investigation issues, partnering with managers and business leaders on issues including policy violations, and investigations; managing cases from beginning to conclusion
Improve manager capability by providing expert level coaching to managers and employees.
Uphold the highest quality employee relations process and practices, while demonstrating empathy, employee advocacy and fairness to all.
Leverage your insights to influence all levels of the organization and effectively handling complex employee situations that could have high organizational impact
Partner across line HR to organize trainings for managers on preventing employee relations issues, effective management of performance cases, giving performance feedback, employee engagement and retention, compensation analytics, and other topics related to manager effectiveness
Utilize consulting skills to effectively contract work with clients and line HR
Employee Relations Case Management – You will be responsible for effectively resolving a caseload of varying complexity in a professional and timely manner while ensuring that you are adhering to Microsoft’s policies and guidelines and mitigating potential risks to the company. You will employ a variety of tactics and adapt to the various situations in each part of the organization.
Analysis and Recommendations – By tracking cases and crossing this with other organizational data, you will be well positioned to analyze trends and identify issues in and across teams. You will work with line HR to address these issues and also use proactive measures to prevent future ones from occurring.
Qualifications
Knowledge, Skills and Abilities
The skill to influence others, develop and maintain working relationships, and deliver results and/or expertise for a client in a professional manner
Employee Relations - Knowledge of Employee Relations that can deal with a wide variety of employee needs and concerns, such as employee communications, benefits, policies and procedures, morale, employee participation in management decisions, conflict and grievance resolution, trade unions, etc.
Employee Investigations - Knowledge of Investigations, the conduct of a review, exploration, examination, and/or evaluation of records, events, activities, claims, products, behaviors and other actions in order to discover information relevant to the objectives of the investigation. This includes the ability to address the result of the investigation according to policy and in the interest of the organization.
Performance Management - Knowledge of and the ability to carry out performance management procedures. This includes the ability to clearly set and communicate performance expectations and goals, monitor performance, conduct performance evaluations, provide ongoing performance feedback, create developmental plans, and correct performance problems.
Negotiations - The ability to achieve mutually satisfying agreements in negotiations with others by listening to their objectives, acting as the company's representative to effectively communicate the company's objective, and seeking common ground and collaborative solutions.
Data Analysis - The ability to systematically gather information from a variety of sources, analyze information, identify implications of data, draw conclusions, generate alternatives and solutions, and evaluate the consequences of choosing each alternative using quality metrics and data. This includes the ability to convert general data and findings into applied, specific information and suggestions that add value to business planning and strategies.
Human Resources Business Processes - Knowledge of Human Resources activities and business operations from beginning to end, including interactions with other business processes and functions
Required/Minimum Qualifications
9+ years of work experience with Human Resources or related processes OR 7+ years of work experience with Human Resources or related processes with Bachelor's degree in Human Resources, Business or related field

Additional or Preferred Qualifications
Human Resources Professional Certification (e.g., PHR, SPHR, SHRM)
Master's degree in Human Resources, Business or related field
3+ years of experience partnering with a wide network of clients and across Human Resources to deliver effective business solutions
3+ years of experience in people management

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",https://au.indeed.com/rc/clk?jk=34cd0fb6d86d4193&fccid=734cb5a01ee60f80&vjs=3,4.2
Business Intelligence,QA Engineer,SAI Global,Perth WA,,$110000-$119999,,"Opportunity to work with a global teamWorld’s largest provider of risk and learning solutionsGreat support and team culture

About the job
SIAGlobal’s SAI360 for EHS is recognized by Verdantix as a leader in the EHS software market. Our hosted and on-prem web applications enable our global customer base to manage their environmental health and safety.
We are looking for an agile software tester to work with our development team. As a software tester, you will be responsible for manually verifying whether the existing and new functionalities of the SAI360 for EHS application are working in accordance with the requirements. For this, you will be involved in creating, maintaining and executing Cucumber-based automated & exploratory tests in a behavior-driven development (BDD) style.
During the sprints and in your designated team, you will first focus on verifying all user stories, you will then write given/when/then scenarios to verify functional and non-functional correctness, you will automate these scenario’s, you will be co-responsible for the test automation framework and what cannot be covered by test automation will be tested manually.
You enjoy working in an agile team and you want to contribute to the continuous improvement of the performance of your scrum team and the quality of our product.
What are your daily activities?
Participate in the refinement and planning of the work done by your Scrum Team.
Define test cases for new functionality.
Write automated tests using the Gherkin language in Cucumber and apply Behavior-Driven Development
Develop the steps in Java to link the automated tests in Cucumber with the Java code. You make sure that you never manually have to test something you already tested again.
Execute automated and if necessary exploratory tests for existing and new functionality including regression testing.
Document test results in a lean and efficient way.
Contribute to continuous improvement of the development processes and the developed product.
Your skills and competencies
Education level: bachelor/master in computer science or related field.
At least 5 years of experience in a similar position.
Experience with test automation including experience with Cucumber.
Basic knowledge of Java programming.
Very good knowledge of and affinity with databases (MS SQL Server and Oracle).
Ability to think out-of-the-box.
Flexible and positive attitude.
Drive to fully grasp complex environments and ecosystems.
Interest in Business Intelligence, Process Management, Internal Control, Risk Management.
ISTQB/TMap certification or prepared to certify is a plus.
You have a passion for innovative ways of working, are flexible and able to adapt to a fast-paced environment. You carry a positive attitude and you love to work in a team. You are proactive and able to communicate with all stakeholders. You have strong developed conceptual skills and you are quality-minded.
Benefits of working with us
Excellent work environment
Opportunity to work within a global team (APAC, EMEA & Americas)
Supportive management and team culture
SAI Global is a recognized leading provider of integrated risk management solutions, assurance, and property services. We help organizations protect their brands by proactively managing risk to achieve business excellence, growth, sustainability, and trust.

We have a history rich in the development of innovative business solutions, and today this tradition of innovation continues with industry-leading products and solutions in our core business areas of risk management software, standards aggregation, regulatory content, ethics and compliance learning, risk assessments, certification, testing and audits.

SAI Global acquired BWise from Nasdaq in 2019. The combination of BWise’s award-winning risk management, internal audit and regulatory compliance platform with SAI Global’s industry leading SAI360 risk and compliance solution will create the most complete integrated approach to risk management in the marketplace.

For more information, visit our company site at www.saiglobal.com or our career site.",https://au.indeed.com/rc/clk?jk=74aef5756ed1e163&fccid=c1707ba5e099cfc1&vjs=3,3.4
Business Intelligence,Transportation Planning Manager,Amzn Commercial Srvcs Pty Ltd,Sydney NSW,,$110000-$119999,,"Bachelor degree in supply chain, logistics, engineering, business analytics or other technical discipline.3+ years of professional supply chain and logistics, operations research, and/or e-commerce experience.Proficiency in advanced MS Excel (macros, pivot tables, etc.), SQL, and Tableau.Ability to prepare, report and interpret large sets of data.Excellent communication skills in English, both verbal and written.Excellent inter-personal and relationship-building skills.Excellent organisational skills and ability to manage multiple tasks simultaneously.

Are you passionate about leveraging data to deliver actionable insights that impact daily and long term business decisions? Amazon is seeking an outstanding Transportation Planning Manager who will work across the organisation to determine the needs, goals, and execution plans to create a world class logistics network in Australia. This leader will be a natural self-starter, comfortable with ambiguity, able to think strategically (while paying careful attention to detail), and enjoy working in a fast-paced, dynamic and data-intensive environment. The successful candidate knows and loves working with business intelligence tools, is comfortable accessing and working with big data from multiple sources, and effectively partners with the business to identify strategic opportunities to deliver results. This individual must have a curious mind-set, excellent analytical abilities, strong technical skills, as well as superior written and verbal communication skills.

Responsibilities
Develop and publish the weekly transportation forecast, driving improvements in effectiveness and accuracy over time.Develop a long term transportation planning process for which operational (capacity, quality) or financial risk is highlighted across all transportation flows (inbound, middle mile, outbound) and modes. Use this to determine our long term network and carrier-specific capacity, service and speed requirements by geography over time.Identify, analyse, review and lead end-to-end network improvement initiatives for existing and new logistics solutions with cross-functional stakeholders optimising for quality, capacity, speed and cost over the long term.Develop the transportation network strategy and execution plan for peak and seasonal events.
Character Profile
Owner: Assumes responsibility for organisation’s success, thinking and acting beyond immediate team or area of focus.Doer: Successfully delivers end-to-end projects, working through many obstacles along the way.Problem Solver: Utilizes exceptional problem-solving skills to work through difficult challenges.Strategist: Leads strategy development and execution for individual and functional projects to support the broader goals of the overall business.Communicator: Communicates exceptionally well with both internal and external teams, and ability to write well-reasoned and data-driven proposals, performing own data analysis as necessary.

Master’s degree in supply chain, logistics, engineering, operations research, or business analytics field.5+ years of professional supply chain and logistics planning experience - forecasting, analytics and optimisation.Knowledge of statistical programming language (e.g., Python, R, etc.).
Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build.",https://au.indeed.com/rc/clk?jk=773390684177dc81&fccid=fe2d21eef233e94a&vjs=3,3.6
Business Intelligence,Business Analyst - Data and BI,Talenza,Sydney NSW,,$110000-$119999,Permanent,"I am partnering with a leading Financial Services organisation in helping them to build out their Data and BI capabilities with the addition of a Senior Business Analyst. Acting as a pivotal member of a collaborative and supportive team, you will be central to eliciting and documenting key business requirements, acting as the conduit between the technical team and the wider business.

You will engage with senior stakeholders through the running of workshops, as well as working closely with architecture, business and IT partners to design the business solution that will deliver the right business outcomes. This is a permanent position and the organisation would like someone with lots of energy and an inquisitive mindset, as well as possessing the hunger and desire to grow with the business long term. There is a strong pipeline of work and there will be lots of key projects to be heavily involved in.

The ideal individual will:

Have at least five years' experience as a Business Analyst, working on Business Intelligence and Data focused projects.
Have worked within an Agile environment, ideally using both JIRA and Confluence.
Be comfortable managing relationships with senior stakeholders.
Be driven and determined to grow within a top tier Financial Services organisation.
Communicate effectively both verbally and in the written form, with an ability to document requirements clearly and concisely.
This is the ideal role for an experienced Business Analyst to take the next step with a reputable brand within the Australian market, with exciting career development opportunities and operating within a fantastic company culture.

If you have the relevant skill set, then I'd be keen to talk to you.",https://au.indeed.com/rc/clk?jk=640b2df7c7522e40&fccid=32d5da7da7e04f4a&vjs=3,
Business Intelligence,"Consultant/Senior Consultant, Decision Modelling & Analytics - Melbourne & Sydney",EY,Melbourne VIC,,$110000-$119999,,"Connect locally and globally from anywhere using our advanced technology solutions
Be part of a high-performing, supportive culture
Work with iconic government and industry clients
About EY

https://www.ey.com/au/transformativeage
The opportunity
Data is central to our service offerings, enabling us to deliver quality insights to our clients that others cannot. At EY, we help decision-makers maximize the value of data - turning everyday information into useful and actionable insights. We are looking for a Data Analytics Consultant to join our Decision Modelling & Analytics team in Transaction Advisory Services (TAS), Valuation Modelling & Economics (VME) practice. This role is offered on a flexible full-time basis.
As a Data Analytics Consultant or Senior Consultant, you’ll play a key role with our clients, providing high quality strategic, operational and financial advice in relation to clients’ capital agenda issues, opportunities, projects and strategic initiatives. Throughout all projects, you will leverage your understanding of advanced analytics to provide value-adding insights to support decision making and solve a broad range of commercial issues.
In our friendly, collaborative environment, you’ll receive the support, learning and coaching you need to accelerate the career path you choose.
Your key responsibilities
In this role, you’ll have a primary focus on performing advanced analytics to provide commercial insight for our clients. You’ll spend your time delivering a wide range of engagements including decision support analytics, transaction analytics and other applications of complex analytics. In addition, you will have the opportunity to develop and share sector specific expertise in a number of industry sectors aligned with your experience and interests.
Serve as a member of multiple client engagement teams
Analyse large and complex datasets and build sophisticated data driven analysis to help address our client’s challenges in fast-changing markets
Present your findings in a way that’s easily understood by transaction professionals
Present and communicate project deliverables/results to clients and internal stakeholders at all levels
Innovate and develop new solutions to be delivered to clients
Function as integrator between business operation needs and advanced analytical solutions
Support pursuit teams and participate in proposal development process
Skills and attributes for success (Consultant)
Required
1-3 years hands-on experience in databases and SQL, Alteryx etc, and software development in languages such as Python, Java, PL/SQL etc.
1-3 years’ experience in delivering Visualisation design and development. Good understanding of visualisation design principles. Solid experience with tools such as PowerBI, Tableau, Spotfire
Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects
A good team player who shows flexibility and a pro-activeness to deliver on relevant outcomes
A keen interest in understanding and solving problems
Excellent presentation, interpersonal and communication skills
Degree qualification in Engineering, Data Science, Finance, Analytics or related field of study
Ideally, you’ll also have
1-2 years of relevant experience (this may include a finance, strategy or analytics role within a large organisation or another modelling consulting or economics environment)
Experience with big data platforms (Microsoft Azure, Hadoop Cloudera, etc.)
Sound knowledge of financial, commercial and accounting concepts
Some experience in business development and/or proposal development
Skills and attributes for success (Senior Consultant)
Required
3+ years hands-on experience in databases and SQL, Alteryx etc, and software development in languages such as Python, Java, PL/SQL etc.
3+ years’ experience in delivering Visualisation design and development. Good understanding of visualisation design principles. Solid experience with tools such as PowerBI, Tableau, Spotfire
3+ years’ experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects
Experience with big data platforms (Microsoft Azure, Hadoop Cloudera, etc.)
A good team player who shows flexibility and a pro-activeness to deliver on relevant outcomes
An innovative mindset coupled with strong work initiative and the ability to adapt to new challenges and ideas
A keen interest in understanding and solving problems
Excellent presentation, interpersonal and communication skills
Degree qualification in Engineering, Data Science, Finance, Analytics or related field of study
Ideally, you’ll also have
3+ years of relevant experience (this may include a finance, strategy or analytics role within a large organisation or another modelling consulting or economics environment)
Sound knowledge of financial, commercial and accounting concepts
Some experience in business development and/or proposal development

Who are Transaction Advisory Services?
EY’s Transaction Advisory Services (TAS) division offers strategic corporate clients and private equity client’s professional transaction advice and services, from the strategic analysis phase of the transaction lifecycle, through to execution, and transaction integration. The goal is to help EY clients achieve their best capital performance, deliver value to their stakeholders and meet their strategic corporate objectives. Learn more about TAS here

What working at EY offers
Our Total Rewards package includes:
formal or informal flexible working options e.g. remote working, flexible start and finish times – EY flexibility
career and learning development e.g. EY badges, career mentoring
an extensive range of wellbeing and benefit offerings e.g. Salary packaging, parental leave and support, health checks
Who we are

EY is an inclusive and equal opportunity employer offering a vast range of internal networks including Ability EY, our disability network, Unity, our LGBTI network and our Aboriginal and Torres Strait Islander network enabling us all to embrace and value the diverse society we live within. If you have any support or access requirements, we encourage you to advise us at the time of application via contactrecruitment@au.ey.com or +61 1800 017 666.
Join us in building a better working world. Apply now!
The preferred applicant will be subject to employment screening by EY or by their external third party provider.
© 2019 Ernst & Young Australia. All Rights Reserved. Liability limited by a scheme approved under Professional Standards Legislation.",https://au.indeed.com/rc/clk?jk=f6147dc9af63619a&fccid=1544766d4c2915b0&vjs=3,4.0
Business Intelligence,Front End & Azure Developer | Perpetual Corporate Trust | Sydney,Perpetual,Sydney NSW,,$110000-$119999,,"We have a unique opportunity for Front End Azure Platform Developer to work in our Data Analytics Solutions (DAS) team in Sydney. DAS is a “startup” business within Perpetual Corporate Trust where this role will assist with the integration, overall performance and continued operation of the DAS systems. Key focus is to achieve the optimum outcome for Perpetual, it’s clients, employees and shareholders.
The role will be responsible for the design, build and maintenance of product and platform services, and infrastructure that powers the Perpetual Business Intelligence platform with a specific focus on front end web application development. This is a role with broad technical responsibilities across all our products with greenfield projects and technologies, as well as shared management of the broader platform. The role will play a key part in shaping the Perpetual Business Intelligence Platform.
Sounds interesting? Here are some specifics:
translating business requirements to efficient front-end application code
ensuring the technical feasibility of UI/UX design
write efficient, clean, tested and documented code ready for reuse by others
optimising application for maximum speed and scalability across various platforms and devices
participating in tool and technology selection processes and creating proof of concept models for new technologies and approaches
Build, support, and maintain the Perpetual Business Intelligence (BI) platform using Azure cloud services
Manage the Azure DevOps CI/CD pipeline and automation processes
enhance current processes through system developments that improve process efficiency
Identify and specify new systems to improve service delivery and collaborate with clients on the procurement, development and commissioning of those systems
Training and mentoring staff who lack familiarity with the more technical aspects of IT, SDLC and Azure solutions

What you’ll need to succeed:
minimum of 3 years of working experience as a front-end developer
hands on experience using Angular and .net
good understanding of vanilla JavaScript
proficient understanding of client-side scripting and JavaScript framework
experience with GIT / DevOps source control and CI tools
work experience with Azure technologies and services (ADF, DevOps, Logic Apps, Web Functions, etc.)
C#, .NET Core, and PowerShell (3+ years)
Substantive background in the Microsoft BI Cloud offering (Azure, Power BI, SQL Server)
Strong communications skills to engage with internal and external stakeholders in the business ranging from Analysts to Senior Management
Self-motivation and commitment suitable to a start-up team",https://au.indeed.com/rc/clk?jk=009a507a37fe85f0&fccid=9e3faed552731768&vjs=3,3.6
Business Intelligence,Senior Microsoft Business Intelligence Consultants,BI & DW,Melbourne VIC,,$110000-$119999,,"A leading Data & Analytics Professional Services company is looking for Senior Microsoft BI, Azure consultants in Melbourne on a Permanent basis.

What's In It for You

A competitive permanent salary package and the opportunity to work with large enterprise clients in many verticals including financial services, FMCG's, retail, education, health industries and more!

The role


This role is the epitome of the archetypal IT business consultant where you will apply your proven Microsoft Business Intelligence expertise within top ASX 500 style organisations.

You will be working exclusively on high level projects within the Melbourne market and will gain exposure to the latest Microsoft Cloud Business Intelligence technologies; Azure data platform tools, PowerBI, Office 365, SQL Server 2016. You will become a key member assisting with the growth of the Sydney Microsoft Practice within this Professional Services organisation.


The role is a fast-paced, exciting position and is an opportunity to develop a broad range of high-demand skills. Projects are team-based and highly collaborative and the solutions being developed for their clients are driving tremendous value.


The skills needed


The ideal candidate for this true technical consulting role will have some or all of the following experience:
Microsoft Platform knowledge on Azure, Power BI, SQL Server, the Microsoft BI and hybrid/cloud stack and offering
Business Intelligence design and implementation using Microsoft Business Intelligence stack (SSIS, SSAS and SSRS)
Ideally SQL Server 2016 experience
PowerBI/Excel BI using tabular models, Power Pivot, Power BI Desktop & Power query
SSAS tabular data model design, optimisation and query using DAX
Experience with the Microsoft Azure cloud platform and cloud data applications (Data Factory, Databricks, Azure SQL DB/DW, Data Lake)
SSIS design and development of ETL workflows, SSIS automation using C# and BIML
Complex MDX scripting
MOLAP,ROLAP
Data warehouse solution architecture
Client engagement including prototype reviews and requirements gathering
Data modelling: Data Vault 1/2, Dimensional/Kimball, 3NF/Inmon
Business process analysis and modelling
Documentation (business focused, technology focused and project focused)
Technical team management and mentoring
The role is a fast-paced, exciting position and is an opportunity to develop a broad range of high-demand skills. Projects are team-based and highly collaborative, and the solutions being developed for their clients are driving tremendous value.

Salary packages for this MS BI role ranges from $100 -$145k

Sponsorship is available for these roles if you have excellent relevant experience within a specialist Data & Analytics professional services consulting organisation",https://au.indeed.com/rc/clk?jk=e846498d35574001&fccid=d65c15dc99bf8b81&vjs=3,
